title,track,mode,region,level,deadline,description,format,eligibility,howToApply,tags,applyUrl,officialUrl
International Mathematical Olympiad (IMO) Finals,Math,In-Person,Global,International,2026-07-01,"The IMO is the 'world championship' of high school mathematics, bringing together the absolute top talent from over 100 countries. It is exceptionally prestigious, as each country sends only its six best mathematicians to solve six incredibly difficult proof-based problems. A gold medal at the IMO is one of the highest individual intellectual honors in the world.",Two days of testing; 4.5 hours per day; 3 proof-based problems per day.,National teams of six students; Selection via national Olympiads.,"1. Win at the highest national level (e.g., USAMO in the USA). 2. Attend the national training camp. 3. Earn selection for the official six-person national team.",math|IMO|olympiad|global|proof,https://www.imo-official.org/,https://www.imo-official.org/
International Physics Olympiad (IPhO) Finals,Science,In-Person,Colombia,International,2026-07-01,"The 2026 IPhO in Colombia represents the pinnacle of high school physics achievement on a global stage. It is prestigious for its intense theoretical and experimental exams that challenge students on classical mechanics, relativity, and quantum physics. Competing at IPhO identifies a student as one of the world's elite scientific minds, often opening doors to top research institutions.",Theoretical Exam (5 hours) + Experimental Lab Exam (5 hours).,National teams of five students; Selection via national physics Olympiads.,"1. Qualify through the national selection process (e.g., U.S. Physics Team). 2. Attend the national team training camp. 3. Travel to Colombia for the International Finals.",physics|IPhO|olympiad|global|experimental,https://www.ipho-official.org/,https://www.ipho-official.org/
International Chemistry Olympiad (IChO) Finals,Science,In-Person,Uzbekistan,International,2026-07-10,"The IChO in Uzbekistan is the world championship for high school chemists, bringing together national delegations from over 80 countries. It is prestigious for its rigorous focus on analytical, organic, and physical chemistry through both theory and advanced laboratory practicals. Winning an IChO medal is a globally recognized mark of academic excellence in the chemical sciences.",Theoretical Exam (5 hours) + Practical Laboratory Exam (5 hours).,National teams of four students; Selection via national chemistry Olympiads.,"1. Place in the top tier of the national exam (e.g., USNCO). 2. Be selected for the national study camp. 3. Represent your country in Uzbekistan.",chemistry|IChO|olympiad|global|lab-skills,https://www.icho2026.uz/,https://www.icho2026.uz/
International Olympiad in Informatics (IOI) Finals,Coding,In-Person,Uzbekistan,International,2026-06-01,"The IOI is the premier global competition for high school programmers, focusing on algorithmic problem solving and optimization. It is prestigious for its extreme difficulty, as students must design and implement complex algorithms in C++ to solve novel problems. The 2026 Finals in Uzbekistan identify the most capable future software engineers and researchers in the world.",Two days of testing; 5 hours per day; 3 algorithmic problems per day.,National teams of four students; Selection via national informatics Olympiads.,"1. Qualify through the national selection (e.g., USACO in the USA). 2. Place in the top four at the national team selection camp. 3. Compete in Uzbekistan.",coding|algorithms|IOI|olympiad|Uzbekistan,https://ioi-official.org/,https://ioi-official.org/
International Geography Olympiad (iGeo) Finals,Science,In-Person,Thailand,International,2026-06-01,"The 2026 iGeo in Thailand is the leading global competition for geography students, emphasizing spatial analysis and environmental sustainability. It is prestigious for its multi-format testing, which includes a fieldwork exercise where students must gather and analyze data in a real-world setting. Medals at iGeo demonstrate a sophisticated understanding of the world's physical and human systems.",Written Response Test + Multimedia Test + Fieldwork Mapping Exercise.,National teams of four students; Selection via national geography championships.,"1. Qualify through the national selection round (e.g., IAC in the US). 2. Be selected for the four-person national team. 3. Compete in Thailand.",geography|iGeo|olympiad|Thailand|fieldwork,https://www.geoolympiad.org/,https://www.geoolympiad.org/
MathCounts Indiana State Competition,Math,In-Person,USA,State,2026-03-01,"The Indiana State MathCounts competition is a high-stakes event that gathers the best middle school math talent from across the state's regional chapters. It is prestigious for being the primary gateway to the National MathCounts competition, with only the top four individual scorers earning a spot on the state team. The final 'Countdown Round' buzzer match is a major highlight of the event.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Top middle schoolers qualifying from Indiana chapter competitions.,1. Place in the top tier at an Indiana local chapter competition in February. 2. Receive invitation for the state event. 3. Compete in Indianapolis in March.,math|Indiana|middle-school|buzzer|MathCounts,https://www.indianamathcounts.org/,https://www.indianamathcounts.org/
MathCounts Texas State Competition,Math,In-Person,USA,State,2026-03-01,"The Texas State MathCounts competition is widely regarded as one of the most difficult and prestigious state math tournaments in the country. Given the state's massive population and high density of math talent, winning a spot on the four-person Texas national team is a significant national achievement. The event is a high-energy showcase of the state's brightest young problem solvers.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Top middle schoolers from Texas regional chapters.,"1. Win at a Texas regional chapter competition (e.g., Houston or Austin). 2. Submit state registration forms. 3. Compete at the state finals in March.",math|Texas|middle-school|MathCounts|competitive,https://www.txmathcounts.org/,https://www.txmathcounts.org/
MathCounts Ohio State Competition,Math,In-Person,USA,State,2026-03-01,The Ohio State MathCounts competition brings together the top middle school math students from the state's regional districts for a day of rigorous problem solving. It is prestigious for its long-standing history and its role in selecting the Ohio team for the National RTX competition in Orlando. The competition fosters a strong community among the state's STEM-focused educators and students.,Sprint Round -> Target Round -> Team Round -> Countdown Round.,Top middle school qualifiers from Ohio regional chapters.,1. Qualify through a local Ohio chapter competition in February. 2. Receive advancement notification. 3. Attend the state finals in Columbus.,math|Ohio|middle-school|MathCounts|logic,https://www.ohio-mathcounts.org/,https://www.ohio-mathcounts.org/
MathCounts Alaska State Competition,Math,In-Person,USA,State,2026-03-21,"The Alaska State MathCounts competition is the premier middle school math event for the state, drawing talent from remote and metropolitan districts alike. It is prestigious for its role in identifying the top four students who will represent Alaska on the national stage in Florida. The event provides a unique forum for the state's young mathematical minds to connect and compete.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Middle school students qualifying from Alaska chapter events.,1. Compete in a local Alaska chapter competition in early February. 2. Qualify as a top individual or team member. 3. Travel to the state finals on March 21.,math|Alaska|middle-school|MathCounts|national-qualifier,https://www.alaskamathcounts.org/,https://www.alaskamathcounts.org/
Florida MATHCOUNTS State Competition,Math,In-Person,USA,State,2026-03-20,"The Florida State MathCounts competition, held at Embry-Riddle Aeronautical University, is a high-prestige event that determines the state's delegation for the national finals. It is interesting for its high energy and its association with a leading aerospace institution, providing students with a unique look at engineering applications of math. The buzzer-based Countdown Round is particularly intense and spectator-friendly.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Top middle schoolers from Florida's regional chapters.,1. Place as a top scorer in a Florida local chapter competition. 2. Register for the state event in Daytona Beach. 3. Compete in person on March 20.,math|Florida|middle-school|MathCounts|EmbryRiddle,https://info.fleng.org/,https://info.fleng.org/
AIMO National Round (USA/Canada),Math,Online,North America,National,2026-03-01,"The National Round of the Asia International Mathematical Olympiad in North America is a prestigious online event for students aiming for international honors. it is interesting because it uses the same standardized Asian-centric problem sets, allowing Western students to benchmark themselves against the high standards of math education in the East. Top scorers are invited to the global gala in August.",90-minute online written exam focusing on arithmetic and geometry.,Students who passed the AIMO preliminary round.,1. Pass the AIMO preliminary round in the winter. 2. Pay the national round registration fee. 3. Take the proctored online exam in March.,math|AIMO|international-benchmark|logic|olympiad,https://www.aimo.hk/,https://www.aimo.hk/
Science Olympiad Regional (General),Science,In-Person,USA,Regional,2026-02-01,"Science Olympiad Regionals are the foundational entry points for the nation's most popular team-based STEM competition. They are prestigious for their wide range of events—spanning from forensics to structural engineering—and their role in filtering teams for the state championships. Succeeding at the regional level requires months of preparation across a 15-person team, demonstrating exceptional breadth of scientific knowledge.","Multi-event day featuring 23 distinct 'study,' 'build,' and 'lab' events.",Middle and High School students; Teams of 15.,1. School registers with the national Science Olympiad office. 2. Form a team and assign events to members. 3. Compete at a local university-hosted regional tournament.,science|SciOly|team|engineering|national-circuit,https://www.soinc.org/,https://www.soinc.org/
Science Olympiad State Tournament,Science,In-Person,USA,State,2026-03-01,The Science Olympiad State Tournament is a high-stakes championship that gathers the elite regional winners to compete for a single spot at the National Tournament. It is prestigious for its intense competition and the high level of technical mastery required in the 'build' events like Bridge and Flight. Winning at state is a major institutional achievement for any participating school.,A full day of 23 competitive science and engineering events.,Top 1-2 teams qualifying from each regional tournament.,1. Win the top placement at a local regional SciOly tournament. 2. Complete state registration and roster verification. 3. Compete at the state university host site in March or April.,science|SciOly|state-finals|team|engineering,https://www.soinc.org/,https://www.soinc.org/
PhysicsBowl 2026 (Global Results),Science,Online,Global,International,2026-04-01,"The release of the global PhysicsBowl results is a major date for students waiting to see their standing among over 10,000 international participants. it is prestigious because top-ranked students (Top 100 globally or Top 10 regionally) are awarded prestigious certificates and recognition from the AAPT. These results are highly influential in demonstrating academic excellence to top-tier STEM universities.",Ranked list based on the March 45-minute examination.,Students who sat for the PhysicsBowl exam in March.,1. Complete the exam through your school in March. 2. Await the digital score release in late April. 3. Check for inclusion on the Global Top 100 list.,physics|AAPT|global-ranking|science|results,https://aapt.org/,https://aapt.org/programs/physicsbowl/
Purple Comet! 2026 (Competition Window),Math,Online,Global,International,2026-04-23,"The Purple Comet! Math Meet competition window is a ten-day period during which international teams can log in to solve as many problems as possible. it is prestigious for its 'integer answer' format and its emphasis on collaborative problem solving in a free, global environment. The window's flexibility allows students from over 60 countries to participate during their local school hours.",Ten-day window for a single 60-90 minute team session.,Middle and High school teams of 1-6 students.,1. Ensure your teacher has registered a team by the start of the window. 2. Log in between April 14 and April 23. 3. Submit your team's solutions for as many of the 30 problems as possible.,math|team|global|logic|PurpleComet,https://purplecomet.org/,https://purplecomet.org/
Math Kangaroo 2026 (Competition Day),Math,Hybrid,Global,International,2026-03-19,"Math Kangaroo Day is the simultaneous global administration of the world's most widespread math contest. it is prestigious for its unique focus on making math accessible and fun while still identifying the top 1% of logical thinkers globally. On this day, over 6 million students solve visual and reasoning-based puzzles that celebrate the joy of mathematics.",One round: 75-minute multiple-choice exam.,Grades 1-12 globally.,"1. Register online or via your school by the February deadline. 2. Report to your assigned in-person center or log in online. 3. Complete the exam on Thursday, March 19.",math|logic|MathKangaroo|global|logic,https://mathkangaroo.org/,https://mathkangaroo.org/
ARML 2026 (Competition Weekend),Math,In-Person,USA,National,2026-05-30,"ARML Weekend is the definitive 'Big Ten' style gathering of the nation's best high school math teams at four regional sites. it is prestigious for its high-energy Relay and Guts rounds and the presence of elite college recruiters. The weekend is a celebration of mathematical community, bringing together 15-student regional teams to vie for the national title.","Two days of team, power, individual, and relay rounds.",15-student regional math teams.,"1. Qualify for your local regional team (e.g., Texas, NYC, SFBA) in the spring. 2. Travel to one of the four host university sites (Penn State, UNLV, Iowa, or Georgia). 3. Compete in the national rounds on May 30.",math|ARML|team|national|social,https://www.arml.com/,https://www.arml.com/
USABO Semifinal (National Result Release),Science,Online,USA,National,2026-04-01,The release of the USABO Semifinal results is a pivotal moment that identifies the 20 finalists for the U.S. Biology Olympiad. it is prestigious because these students are recognized as the top twenty biological minds in the nation's high schools. Being a 'Top 20 Finalist' is a transformative accolade that frequently secures student placements at the world's most elite research universities.,National ranking release following the March proctored exam.,Students who sat for the USABO Semifinal Exam.,"1. Complete the Semifinal exam in early March. 2. Await the result notification from CEE in April. 3. If selected for the Top 20, finalize travel for the National Finals.",biology|CEE|olympiad|elite|results,https://www.usabo-trc.org/,https://www.usabo-trc.org/
MathCounts National RTX Finals,Math,In-Person,USA,National,2026-05-10,"The RTX MATHCOUNTS National Competition is the ultimate destination for the nation's best middle school math students, held in Orlando, Florida. it is prestigious for its televised 'Countdown Round' and its role as the definitive national middle school math championship. Only the top four students from each state earn a trip to compete for the national individual and team titles.",Written Exam -> Team Round -> Televised Countdown Round (Top 12 individual buzzer match).,Top 4 individuals and 1 coach from each state/territory.,1. Win a spot on your state's four-person national team in March. 2. Receive an official invitation and travel package. 3. Compete in Orlando in May.,math|middle-school|MathCounts|Orlando|national-title,https://www.mathcounts.org/,https://www.mathcounts.org/
Maryland MATHCOUNTS Chapter (Annapolis),Math,In-Person,USA,Regional,2026-02-28,"The Annapolis Chapter competition is a major regional event in the Maryland MathCounts circuit, often drawing students from the capital's high-performing schools. it is prestigious for its high level of competition and its location in the state capital, serving as the first step toward the state championship in Baltimore. The winners here are recognized as the top middle school math talent in the region.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Middle school students in the Annapolis regional district.,"1. Register your school's team through the Maryland MathCounts portal. 2. Attend the competition on Saturday, February 28. 3. Place in the top tier to advance to the state finals.",math|Maryland|middle-school|MathCounts|Annapolis,https://www.mathcounts.org/,https://www.mathcounts.org/
MathCounts Ohio (Akron District),Math,In-Person,USA,Regional,2026-02-07,The Akron District Chapter competition is a key regional hub for math talent in Northeastern Ohio. it is prestigious for its history of producing state-level champions and its role in bringing together the region's best young problem solvers. The event emphasizes both individual speed and team-based collaboration in a high-stakes competitive environment.,Sprint Round -> Target Round -> Team Round -> Countdown Round.,Middle school students in the Akron/Northeastern Ohio district.,1. School registers with the Ohio Society of Professional Engineers. 2. Participate in the Akron district tournament on February 7. 3. Advance to the Ohio state finals based on placement.,math|Ohio|middle-school|MathCounts|Akron,https://www.mathcounts.org/,https://www.ohio-mathcounts.org/
MathCounts Texas (Abilene Chapter),Math,In-Person,USA,Regional,2026-02-07,The Abilene Chapter competition serves as the primary gateway for middle school math talent in West Texas. it is prestigious for its role in identifying the region's top students for the highly competitive Texas state championship. The event fosters a culture of mathematical excellence in the local school districts and celebrates student achievement in STEM.,Sprint Round -> Target Round -> Team Round -> Countdown Round.,Middle school students in the Abilene/West Texas district.,1. Register through a local Texas MathCounts school coordinator. 2. Compete in the Abilene chapter tournament on February 7. 3. Qualify for the Texas state finals in March.,math|Texas|middle-school|MathCounts|Abilene,https://www.mathcounts.org/,https://www.txmathcounts.org/
MathCounts Indiana (AA Potter),Math,In-Person,USA,Regional,2026-02-14,"The AA Potter Chapter competition is a prestigious regional event in the Indiana MathCounts series, held in the West Lafayette area. it is interesting for its proximity to Purdue University, often attracting children of elite STEM faculty and researchers. Winners here advance to the state finals with a strong reputation for high performance.",Sprint Round -> Target Round -> Team Round -> Countdown Round.,Middle school students in the West Lafayette/AA Potter district.,1. Ensure school registration via the Indiana MathCounts portal. 2. Attend the chapter competition on Valentine's Day. 3. Secure a top-four individual spot to advance to state.,math|Indiana|middle-school|MathCounts|Purdue,https://www.mathcounts.org/,https://www.indianamathcounts.org/
Illinois JSHS (Symposium Day),Science,In-Person,USA,Regional,2026-02-21,The Symposium Day for the Illinois Junior Science and Humanities Symposium at SIU is the culmination of the state's most prestigious oral research competition. it is prestigious for its professional academic setting where students present their original work to panels of university judges. The top finalists selected on this day earn thousands of dollars in scholarships and a trip to the National JSHS.,Final Oral Presentations (12 min) + Professional Q&A Session (6 min).,Students whose research papers were selected in the January round.,1. Submit a top-tier research paper by the January 21 deadline. 2. Be selected as one of the regional finalists. 3. Present your research in person at SIU on February 21.,science|JSHS|Illinois|speaking|scholarship,https://stemedresearch.siu.edu/ijshs/,https://stemedresearch.siu.edu/ijshs/
USA Astronomy Olympiad (NAC Result),Science,Online,USA,National,2026-05-01,The release of the National Astronomy Competition results is the final step in determining the 2026 U.S. Astronomy Team. it is prestigious as it recognizes the five students who will represent the United States at the International Olympiad on Astronomy and Astrophysics (IOAA). Medalists in this round are considered the top pre-collegiate astronomers in the country.,Score release and team selection announcement following the April exam.,Students who sat for the National Astronomy Competition (NAC).,"1. Complete the NAC proctored exam in April. 2. Await the team selection announcement from USAAAO in May. 3. If selected, begin intensive training for the International IOAA.",astronomy|olympiad|IOAA|results|national-team,https://usaaao.org/,https://usaaao.org/
